,train_T1_sensitivity,train_T2_sensitivity,train_FLAIR_sensitivity,train_Stack_sensitivity
0,0.4162113892891363,0.6460516891395032,0.8191659462074926,0.8136672892772342
1,,0.7200564374054474,0.7712963723690106,0.8300074091937265
2,1.0,0.7267625860671922,0.7703686238274844,0.8234606277807451
3,0.8643416526385116,0.7279940898705825,0.7515178618588133,0.7992337742320864
4,0.8178967806907695,0.7279142497174226,0.7611958502955652,0.8018587487905803
5,0.7450763048919473,0.7358336779985907,0.765044147842214,0.795326172968295
6,0.7453295040562051,0.7408680268003893,0.7766842110416904,0.7972247071848366
7,0.7449886730092655,0.7445074173710502,0.7826027819008602,0.8053085208570502
8,0.7540820221355038,0.759918416834542,0.7738046844179529,0.8074062586754075
9,0.7641179250595199,0.7525165366763114,0.7906690961238609,0.8151817692356248
10,0.7699883788580324,0.764604309211585,0.7985500212208584,0.8133710854508182
11,0.7728929544891308,0.76299763713585,0.8029374296259547,0.8257668151720066
12,0.7763552153245554,0.7749363415292524,0.8127748968844246,0.8258867349793427
13,0.7800863350308558,0.7701356946768942,0.8147037102350638,0.8318048060866368
14,0.7860309849152652,0.7725995887607988,0.8178907343729435,0.8369088787733283
15,0.7976363906760353,0.7824191434410982,0.834721130289566,0.8428860863391344
16,0.7961672843807185,0.7892818091802065,0.838824689864246,0.8413123644459883
17,0.8067854280041235,0.7890072110637821,0.8432123288840726,0.8551585093296646
18,0.8033506223829316,0.7947447912087969,0.849368674000051,0.8552233322331088
19,0.8113375900389704,0.7971264154410045,0.8481143296459978,0.8570932762248261
20,0.817474709326201,0.8031794686162235,0.8503723182916805,0.8602564283672849
21,0.8177016521333382,0.8034765854766274,0.8584911475981127,0.8596363189495321
22,0.8182550911354786,0.8080848627606956,0.8586170928334885,0.8653784177299669
23,0.8212304073618354,0.8199017429615255,0.8583908796452785,0.86778532943448
24,0.8282998266644256,0.825106527007889,0.863485853536899,0.8675240896045427
25,0.8397766146277211,0.8231440904705616,0.8633114078411356,0.8702214924889164
26,0.8374033509047034,0.8319991000820205,0.861411806461879,0.8717378539517922
27,0.8353667668382714,0.8281914889643227,0.869006974175326,0.8725556858617122
28,0.8437189995097657,0.8312925363084422,0.8635668025016471,0.8684243077035676
29,0.847954945008345,0.838010458412319,0.865992310966959,0.8797247346377929
30,0.8495722382088466,0.8299888402573928,0.8691107043482642,0.8733733610775233
31,0.8522343063906785,0.841583557326965,0.875403900775276,0.8732966440299729
32,0.8483199816530753,0.8430922123706958,0.8725931330964505,0.8787279907248907
33,0.8536604957541188,0.846457688703132,0.8759862644852596,0.8767634671789937
34,0.8565905806479811,0.848160806699704,0.8727191768596457,0.8782940909181982
35,0.8529081247389797,0.8524733059688856,0.8799972902594714,0.8777252052188422
36,0.8557987132103022,0.854538177997107,0.8763192140173255,0.8836456814981485
37,0.8598882503840984,0.8594521407929656,0.8871816492388386,0.8849317668276951
38,0.8522424281209843,0.8590162767909374,0.8788745128348491,0.8862027255771594
39,0.8650226228895384,0.8630637556292501,0.8849477831364042,0.8838809607577545
40,0.8656088334796913,0.8618045570735877,0.884548593997254,0.8831503217215655
41,0.864610926129787,0.8658348259231611,0.8845079167674642,0.8872515675481927
42,0.8667427989672182,0.8671271134884663,0.8872059244241245,0.8898205462307013
43,0.863818762063684,0.8678057149732012,0.8849993405710874,0.891048714001258
44,0.8707303220872358,0.8703244413070679,0.8894497637817612,0.8874493854465831
45,0.8717815549096751,0.8734684435188504,0.888094617569854,0.8878595097791332
46,0.8765461810345148,0.8688831946894717,0.8918269163731608,0.8961211843028304
47,0.873173054896359,0.8721612085526267,0.8901937215982456,0.8942019048384657
48,0.8779477314389479,0.8751957153450133,0.8926347731636127,0.8943107184734108
49,0.8763859971937414,0.8735961709548877,0.8948098105075535,0.895221354119338
50,0.8800438058011992,0.8727382748470021,0.8923704115130969,0.8948545573294933
51,0.8853007537586949,0.8796767711172041,0.890658470210202,0.895765687013627
52,0.8830581601674904,0.8804250316843264,0.8966846263619273,0.8976916596246849
53,0.8845167103287572,0.8846575819736779,0.8953048422711976,0.8956135667191597
54,0.8871292471036326,0.8843925999128572,0.8982585110905804,0.9023042105351315
55,0.8929530455763068,0.8879318792217892,0.8996681709711347,0.9001230719521074
56,0.8879754099287984,0.8849485544896645,0.9018367779911901,0.8988944661344961
57,0.8915365621829531,0.8874719153106593,0.8976021868012849,0.9008163910223186
58,0.8935723054290061,0.8871502148304238,0.9028922061669823,0.898639815811063
59,0.8914997318350091,0.8857638624097208,0.9022187665149927,0.9037629860510699
60,0.8960445499166336,0.8867390953474886,0.899102080404889,0.9018235135380389
61,0.8962376563350345,0.8896725024259038,0.9037312989207141,0.9037125696245973
62,0.8931660014676075,0.8926621567976739,0.9070331328955172,0.9038207392706081
63,0.9008126471786688,0.8925564016158954,0.9055680688814535,0.900266800851964
64,0.8972063747482054,0.8915733278762743,0.9068227475112768,0.9038839457565109
65,0.899264731670164,0.8941441363529591,0.9045659440259401,0.9079236766437236
66,0.8974316427951209,0.893503259667387,0.9083040483799689,0.9082209040361582
67,0.9002283614203649,0.8973256758160533,0.9065724215037434,0.9080252929533692
68,0.9029777203600298,0.8961173829383359,0.9026241431043242,0.9101838642842847
69,0.9067605368218761,0.8957926227977561,0.907839122842489,0.9099662005316062
70,0.9048183509895147,0.8964446263596644,0.9090397146865109,0.9066837394190888
71,0.8995819832398148,0.8986146016263354,0.9088893185543226,0.9133426273763516
72,0.9069171209928618,0.894023635819409,0.9093991494024419,0.9102911702388397
73,0.9075865250383104,0.898655129275673,0.9089026745536545,0.9119259764896052
74,0.9075124514693794,0.8996037204519843,0.9056666696152622,0.9127110495505546
75,0.9095337958343229,0.8994528968228979,0.9121869456947802,0.9094934915939165
76,0.9092747952398987,0.8999395153107452,0.9110490438192362,0.9114530665474548
77,0.9095632528047365,0.9027232898480609,0.9127019260013507,0.9131143481764639
78,0.9116038417068751,0.9049915779343972,0.9115094444423166,0.9131607447296493
79,0.9075634074636568,0.9012010368401213,0.9138169095010822,0.9152408963841192
80,0.9105610522584923,0.9075297873873772,0.9126613929421509,0.9143982120280755
81,0.912068341299928,0.8985008724632305,0.9120441035369974,0.9168775690722761
82,0.9128312890145381,0.9037645061261056,0.9144063776909679,0.9172117833504934
83,0.9081174718935058,0.9052925275146129,0.9156548444217419,0.914732095310337
84,0.9129787177715669,0.9070338036195786,0.9168416139323824,0.9146074225751188
85,0.9104524381562504,0.9079010285688821,0.9181936364771327,0.9145201298855256
86,0.9135885263960428,0.904305260396708,0.9147147267197578,0.9191192193731151
87,0.9159935484303177,0.9078379771108508,0.9137592975035349,0.9175747721762986
88,0.9164738637603717,0.9082285278398967,0.9169448560107778,0.9173117907387137
89,0.9129547286067744,0.9105443444647983,0.9170441743497577,0.9175979995011301
90,0.915732507293614,0.9093736421869758,0.9169423643430203,0.9201837897781727
91,0.9148716872842136,0.9107411023607378,0.9187887866581718,0.9199093779302364
92,0.912464683982345,0.9085792432381247,0.9202663659822572,0.9183397143056523
93,0.9192110792528735,0.9126491116117752,0.9190908824725452,0.9209590356975184
94,0.9180471151068634,0.9077068010168216,0.9198264100075032,0.9200285791351658
95,0.916008798107105,0.9125675685686002,0.9181668256010086,0.9214270859695073
96,0.9172838994943596,0.9120318303455529,0.9179115106033503,0.9225739075827931
97,0.9189176673915068,0.9128689087039598,0.92042170403711,0.9192055718553076
98,0.9210184569050464,0.9118923720695076,0.9213189470640478,0.9196131227343594
99,0.9204710944336579,0.9137229950011033,0.9213981952698411,0.921159919212493
100,0.9216180888844729,0.9141190013111355,0.9165905226990668,0.9235553681791357
101,0.9204409342243247,0.9127502864465104,0.9231377479544396,0.922177483544304
102,0.920779353373448,0.9120579640551274,0.9210862965042647,0.9256907889498367
103,0.9195451190008203,0.9159685104828528,0.926388863679746,0.921744985200303
104,0.9247009735876721,0.912949631882875,0.924591129595417,0.9206840698165903
105,0.9203060197935977,0.9158981572692575,0.9185472483868219,0.9225603270162537
106,0.9244842783147695,0.9141242791817924,0.9235021865649675,0.9224754593321084
107,0.9270965557005768,0.9160882092746634,0.9218818225009667,0.9226758938646471
108,0.92509950832271,0.9150268893406956,0.9250692289565066,0.9242444984790124
109,0.9267967952925408,0.9153631714511699,0.9267833207284849,0.923794298923125
110,0.9290294492978046,0.9165942119948776,0.9265401033768346,0.9228843886883674
111,0.9254106277960732,0.9188674178957427,0.9245213913094966,0.9229958682504593
112,0.9258999780277128,0.9173278749493831,0.9268113614363441,0.9259258008803287
113,0.925625188544356,0.9174293209339542,0.9286179395474816,0.9243269891802771
114,0.9258298942229761,0.921030167757036,0.9263409784331831,0.9238123697378345
115,0.9257257697159438,0.9193867353145511,0.9285726621245297,0.9271056052664535
116,0.9289166385000887,0.9149146033152471,0.9284386106014856,0.9271117755041063
117,0.9310035545774832,0.9210954408614984,0.9272727622086091,0.9274907945635646
118,0.9325529363839937,0.9211285012503464,0.9265407468848964,0.9275701319479203
119,0.9300034833135157,0.9167799241846556,0.9266653705231447,0.9270301020152204
120,0.9302126099653022,0.9193088720552123,0.9305279415107413,0.9276349651797202
121,0.9293795720814909,0.9208286404166983,0.9306366729319088,0.9266718106752738
122,0.9272544117096482,0.920283374455749,0.9292651426767868,0.9292806894195933
123,0.9302672561462514,0.9196699642468233,0.9283957211273186,0.9291700150973582
124,0.9313644510013815,0.9183367799092038,0.9281414912902122,0.9238702135095196
125,0.9311149326387167,0.9227007095237975,0.9275869476933953,0.9286094622770026
126,0.9352189542528532,0.9218810148855198,0.9278941511230351,0.9268216401167763
127,0.9318298594915008,0.9217226934555811,0.930023046134882,0.9278750538535941
128,0.9349014682895442,0.9216843418741842,0.9304182707870398,0.929428214286834
129,0.9344528380156489,0.9228130631580681,0.9310330801759528,0.9293919365756603
130,0.9329299776252127,0.92219157752184,0.9304670135848226,0.9299785515168566
131,0.9322513380219378,0.923225772716262,0.9310899207845197,0.93005081839191
132,0.9336568359717692,0.923312561639588,0.9340053113123161,0.9268945583289077
133,0.9308376154873264,0.9253313414703978,0.9310382534896067,0.9307631756855039
134,0.9347242224993446,0.9244485115429253,0.9313319454951385,0.9318942810652504
135,0.934497975396988,0.9258051022626133,0.9318255247680097,0.9323875788970379
136,0.9318861645646718,0.9252544309703854,0.932290929199239,0.9275811631926799
137,0.9346519474744972,0.9265991294478487,0.9330769044742472,0.9311573382189526
138,0.9327835398097584,0.9271510647044223,0.9306110379007286,0.9312113237986435
139,0.9336321743804784,0.9240211828364098,0.9307976724198777,0.9326044763738548
140,0.9342556965056881,0.9247599026053176,0.9322493286273029,0.931396468267391
141,0.9353530250433698,0.9268941832111447,0.9352574783874799,0.9333455593480992
142,0.9349521517704804,0.9232963225891281,0.9338646930800593,0.9335084186712269
143,0.9355756974847613,0.9275420739919229,0.9349791929923464,0.9315972870339598
144,0.9338455934550673,0.9291265253554193,0.9320100799827938,0.9319392672865198
145,0.935004511992003,0.9281870830476302,0.9314071853448807,0.9327216975384348
146,0.9365002423833119,0.9282657600437616,0.9342829953555625,0.933659591241123
147,0.9379974885480317,0.9269211970828162,0.933725685765396,0.9323559850567967
148,0.9370012449807698,0.9271567452422702,0.93347323725524,0.9348738483667773
149,0.9379588052584044,0.927992973710234,0.9325394093383944,0.9329197406675979
150,0.9371567021248898,0.9284048883409808,0.932956015731635,0.9360466085018583
151,0.9378516891070768,0.9287602768907788,0.9330607910827354,0.9356626730700421
152,0.9367456386951153,0.9284872547311799,0.9341105384686994,0.9350062574457572
153,0.9369680429755427,0.9285396910447874,0.9346387630649967,0.934225219852611
154,0.9394460141004951,0.9280108470529675,0.937473582429032,0.9354733852373133
155,0.9390437000611483,0.930432526282234,0.9369451222470114,0.9349959014744482
156,0.9391400310440607,0.9278138595710336,0.9355643596935824,0.9359030249997917
157,0.9385541804067158,0.9292064344563222,0.9357606578538251,0.9347738216361292
158,0.9403740485396112,0.9284838403557664,0.9354123719222099,0.9352999205107033
159,0.9397197305988858,0.9314321328820613,0.9316319307166707,0.9351099944723864
160,0.9407095556464115,0.9301904457367928,0.9302620975668423,0.9353014800139773
161,0.9404950947727626,0.9293825047933099,0.9350552588219192,0.9349301679808362
162,0.9420789315063187,0.9294402335747399,0.9366648613967606,0.9363111453110042
163,0.9441636182269595,0.9323287456090762,0.94000622700308,0.9347348917123774
164,0.939967344560904,0.9261813527661181,0.9361633818979196,0.9364952138033559
165,0.9429833807628044,0.9310490596064687,0.937526080736813,0.9375809826029398
166,0.9423411729986698,0.9334342287736804,0.9379479073856064,0.9381803396774714
167,0.9426999338982174,0.9313975883892314,0.9385107879148094,0.9378579922192593
168,0.9429090162623035,0.9307850578273985,0.9375543125820774,0.9380853379832531
169,0.9435373680917265,0.9341260030748527,0.939171572511151,0.9373347409089148
170,0.9429308500454637,0.9332198220255122,0.9392531339011143,0.9373806128322331
171,0.9422457569269636,0.9329753857359505,0.9353074823388139,0.9405734429150128
172,0.9424734421089268,0.9320735561416533,0.9303672240957944,0.9367074910433834
173,0.9434759517425586,0.9348908103994104,0.9380971320128983,0.9403734454562686
174,0.943939973895423,0.9359277365587327,0.938848311819852,0.9437279716858855
175,0.9432098008641692,0.9367257019885499,0.9395024796017376,0.9431578220091088
176,0.9434862815571156,0.932876835005399,0.9408766208533285,0.9425433328961752
177,0.9432161695901561,0.934414476749432,0.9382572358604605,0.9424784497955074
178,0.9437745206854977,0.9331781945451023,0.9414487526994951,0.9431918793631998
179,0.9462314712044083,0.9354193645055475,0.9397731981953786,0.9406596939324203
180,0.9456287760911098,0.9329473568593741,0.9419950682940874,0.9412657128192631
181,0.9443992730320971,0.9312326473135407,0.9401041497074786,0.9385552010718485
182,0.9448709553851966,0.9328815246131459,0.9393436987935798,0.9406978420233563
183,0.9417530540815499,0.9355465917924684,0.9397362308031353,0.9413903789724183
184,0.9449234423063436,0.936805214522078,0.9385298237294325,0.9418494649128532
185,0.9440635187247381,0.9360023890083596,0.9377156624004946,0.9439317960232535
186,0.9429519479042848,0.9373631115620616,0.9409110821009864,0.9421779856420286
187,0.9425427953707347,0.9349927238077692,0.9385546143612079,0.9424638105053577
188,0.9449336482100394,0.9343824329298387,0.9406947430030064,0.9413845851405206
189,0.9403266730835879,0.9370486519129482,0.9413004169583546,0.9434574073692686
190,0.9443040708455982,0.9354677964691585,0.9437629717947434,0.9418340050651274
191,0.9462527283885763,0.9359880335026851,0.943359045957592,0.9421873562439605
192,0.9460769350717891,0.9347007527034534,0.9431914454113846,0.9422041609454029
193,0.9461990341998685,0.9361244142019264,0.9411784323309096,0.9426692295732861
194,0.9454679437629518,0.9355916881551701,0.9413253287567033,0.9432809767569139
195,0.9453902353922878,0.9380567236798726,0.942870916468917,0.9407861889728494
196,0.9444839905258079,0.9352162087012581,0.9417440695597862,0.9423060148333313
197,0.9445900029078041,0.9377581365500377,0.9416855251987336,0.9430761215419178
198,0.9453740160903277,0.9388787518521544,0.9421973268578104,0.9432713701830634
199,0.9447474022128457,0.9402304730145838,0.9412879123407166,0.9423987011999778
200,0.9442399064965904,0.938456882544355,0.9414519583005291,0.9418405568286224
201,0.9453935045979431,0.9382331216494845,0.9431988409353957,0.9439414529078357
202,0.9448749112289477,0.9375655640147859,0.9419173324539104,0.9446261642297324
203,0.9447144770573067,0.9379289356430393,0.9427191263695709,0.9416818719076904
204,0.9455291909423529,0.9376510842815197,0.9425483819769629,0.9430565884227312
205,0.9474441867731858,0.9367598765927723,0.9446041938370143,0.9429566022273534
206,0.947295643299484,0.9392960155414203,0.943455846180104,0.9444642518075678
207,0.9476043684667733,0.9395043846524653,0.9433472937697637,0.9437909860257124
208,0.9464403555720674,0.9406731440597129,0.9436477060050626,0.9443230052992214
209,0.9470893335553213,0.9398675071467228,0.9414451450780112,0.9436225029269277
210,0.945889801951062,0.9406297324624661,0.9425772391558377,0.9448685177710057
211,0.9490049268081945,0.9366645512756108,0.9404435155074791,0.944135843196212
212,0.948785404140412,0.9398119081522754,0.9452939945144274,0.9440765879718198
213,0.9485853343612809,0.9393285745881963,0.9448846361332723,0.9437138935836684
214,0.9475284790065396,0.9426201152608158,0.9433852216336542,0.9429718209727865
215,0.9485616377889174,0.9405384495071809,0.9444537489329535,0.9427883804930185
216,0.9495336639674007,0.9406192569158754,0.9463054402050083,0.9444609919049184
217,0.948250571462326,0.9399905082481596,0.9464298768741464,0.9459235345344889
218,0.9471754559564838,0.9424600350775315,0.9442857520301811,0.943907480542109
219,0.9494393262767772,0.9427833962536514,0.9463659043870261,0.9444186923323142
220,0.9505470130261492,0.9438412950789848,0.9430863383459366,0.943188178028648
221,0.9506012732365327,0.9406412443300063,0.9446664201079851,0.9441489053787075
222,0.9521092682054151,0.9422630979028355,0.9446995002201345,0.945727708932161
223,0.9514263002089236,0.9415073936089697,0.9460186549331636,0.9468459514765497
224,0.9510298355136108,0.9426569749912331,0.9470599020650499,0.9446990047496469
225,0.9482940583445727,0.9413317502258503,0.9450599864611784,0.9434276050624109
226,0.951465510483941,0.9409930771396725,0.947587462176405,0.944736115114161
227,0.9510498843343562,0.9415490430101502,0.9456409341013743,0.9436288827666979
228,0.9489554182184052,0.9412093625321744,0.9456588472840367,0.9453131815478254
229,0.9525714016926594,0.941955730338974,0.9465151966606037,0.9463494671322457
230,0.9504309420105842,0.9433410471267676,0.9458240543793422,0.9453881862006819
231,0.9489574285237463,0.9423406327599878,0.9465255709829151,0.9454416389083523
232,0.9483641297180904,0.9435907869926946,0.9433264833982719,0.948089187694954
233,0.9514994374435899,0.9433133405210388,0.9474332925579625,0.9468333789318278
234,0.9468681539006765,0.9432267798333815,0.9465961205516691,0.9469991334381025
235,0.9509091523163298,0.9435050277352881,0.9488859852337057,0.9465381130793474
236,0.9496649213285738,0.9428585184864737,0.9483616507080325,0.9486872810359388
237,0.9501776034604392,0.9450449899295289,0.9471006241849058,0.9479596986015628
238,0.9496116676035281,0.9446972563259095,0.9486249296907681,0.9486217888647763
239,0.9497470537034042,0.9444143175207707,0.9479909571155778,0.9487297390204414
240,0.9506497184166933,0.9447343926855994,0.9485563794406562,0.9516034970641245
241,0.9502198850492487,0.9456219093714726,0.9473905336867223,0.9498750774783732
242,0.9491675150769715,0.9440262295910008,0.948603822213192,0.9490883204585587
243,0.9510028378753853,0.9444247130850222,0.9473472276873139,0.9472120749445309
244,0.9526452743539908,0.9455912912593076,0.9483286105244008,0.9493514968133582
245,0.9518403725825098,0.9442837138233651,0.947169843780331,0.9484512878519815
246,0.9504288364114857,0.9439733865030807,0.9480201166984211,0.9493310708813049
247,0.9517625106251805,0.9445182065418167,0.9496467123022126,0.9497015572896708
248,0.9533757161756883,0.9450069039811808,0.9496905972432633,0.9481799008614976
249,0.9523978221578759,0.9463375123352136,0.9499775386776365,0.9488712712654159
250,0.952452059563487,0.9455140236741945,0.9492348787388866,0.9483238179403486
251,0.9522436681812251,0.9428322224269075,0.9496679435410469,0.9481267847963849
252,0.9520318588778073,0.9432979370608073,0.948742854338958,0.947715338574448
253,0.9505044788005808,0.947366563579437,0.9496228722669472,0.9482528376998153
254,0.9514840480496523,0.9467860166984599,0.9489240699482293,0.9488578798588336
255,0.9526959270056194,0.9475208314270593,0.9487548452563557,0.9491089084438828
256,0.9530281224699485,0.9474905321253794,0.949146096194418,0.9491474379341955
257,0.9540759670786634,0.9477143087606074,0.9503133783969977,0.9479370304460369
258,0.9530899529130504,0.9467174118434795,0.9479602791608099,0.9500072955611669
259,0.9544119454607625,0.9481915321349002,0.9502960502227734,0.9505829668099066
260,0.9545652216112926,0.9474003288283075,0.9492025839043692,0.9502491698318233
261,0.9528655929582205,0.9483928182532764,0.9505536039590926,0.9490887360920692
262,0.9538056665160892,0.9485513835825806,0.9495778288476908,0.9485324872816028
263,0.9508470088153915,0.9460596105857215,0.9502348367342173,0.9516638460960268
264,0.9542137300255296,0.9461167488011926,0.9513793552837234,0.9496968157991671
265,0.9542880110469116,0.9471947943243784,0.9508140720767437,0.9501236678369698
266,0.9535594749987706,0.9475924296000413,0.9515327045431187,0.9500908467615888
267,0.9539112850536772,0.947271412266816,0.9493832627101608,0.9503226818861532
268,0.9533805377574478,0.9481435239449288,0.9493420211788983,0.9459336115555755
269,0.9538886459763254,0.949766057019748,0.9509709728385691,0.9506245475555177
270,0.9524178045751279,0.9469139036573647,0.9479488233963207,0.9510429640465182
271,0.9539713969110049,0.9482377809698778,0.9521703850850971,0.9534110104983619
272,0.9535653696397739,0.9469034182948508,0.9504470470524514,0.9518505993265777
273,0.9535294914255071,0.9472955895866475,0.9512349139284919,0.9534600156986002
274,0.9553265695139459,0.9467722677799975,0.9512126761304922,0.9523399681568057
275,0.9531407944554529,0.9491668150361027,0.9512436796246386,0.950712639127521
276,0.953143264817666,0.9488795854486096,0.9495678256361734,0.9522742114184084
277,0.9542192628594903,0.9500727989983401,0.951197706728784,0.9499937648552272
278,0.9556089078104142,0.9489265072448803,0.9523419701793548,0.9478192933193454
279,0.9550127619202037,0.9470057920958729,0.9520663819703239,0.9523251494918213
280,0.954938928924808,0.9471456267337197,0.9528708726738517,0.9516495548642422
281,0.9525965772617888,0.9491177343134599,0.9540510953228976,0.953446241716688
282,0.9561426315427527,0.9486534928433693,0.9520092641614067,0.9539395115795319
283,0.9540706111911786,0.9499642870664353,0.9532584261003856,0.9522000244731403
284,0.9557133733168584,0.95013904464031,0.9516934400887279,0.9523888325058784
285,0.9559687007303551,0.9493816906290821,0.9514376338387547,0.9509668142828372
286,0.95391722506433,0.9491440978269939,0.9524383531988716,0.9523106185241935
287,0.9566284852803467,0.9494773671205192,0.951200646985796,0.953572916352658
288,0.9557340206232429,0.950410437262047,0.9530950843062571,0.9518972992193897
289,0.9549967046713608,0.9488784501263606,0.9527101794971583,0.9518300275769078
290,0.9553498820215618,0.9491424171334797,0.9548634887807113,0.9505625207155306
291,0.955983788156635,0.9508996366053832,0.9533172000404687,0.953484896087354
292,0.956273895530246,0.9523617481150303,0.9534628631669813,0.9518518569817477
293,0.9538434142278625,0.9499544381690229,0.9533998344331408,0.9528241920842919
294,0.9560872263550951,0.950560101622379,0.9528042069012574,0.9522096186306597
295,0.9546696237708288,0.950716578446076,0.9533239370888347,0.9521455201105574
296,0.9563963937579334,0.9513936380191423,0.9542707296063772,0.9527734675039308
297,0.955699275291294,0.9503916036928265,0.9553271756348954,0.9534517795785211
298,0.9563911226241438,0.9518595538501475,0.9537225357895551,0.9528665874622858
299,0.9569431264170787,0.9512700679680333,0.9542883346907884,0.9510958501793172
