,train_T1_specificity,train_T2_specificity,train_FLAIR_specificity,train_Stack_specificity
0,0.9524257582785323,0.9719839584464827,0.9696084950204006,0.971078304026146
1,,0.9734495765712493,0.9782821810381185,0.9755238441375574
2,0.9592475531736216,0.9763412751973068,0.9810364682503949,0.9794317639192079
3,0.9562848047013649,0.977554434319272,0.9816813075587268,0.9824499635556009
4,0.9639467099357786,0.9806238239435778,0.9840028208731482,0.9822258853162905
5,0.9749360187181733,0.9819316624666041,0.9852129000138213,0.9848207100748285
6,0.9788422287170218,0.9829407850304903,0.9853881876045865,0.9857184049869744
7,0.98085789225409,0.9841507459670195,0.9869297551581114,0.9868408259124115
8,0.9827732088046339,0.9848398315786647,0.9876745662350634,0.9873870067809657
9,0.9840884679424305,0.9864522906175706,0.9885184584358025,0.9880110026346931
10,0.9839817855057675,0.9871012656103605,0.9897569461059504,0.9886925367761481
11,0.9846310935963175,0.9877056421531519,0.9901866687378907,0.9894002467801082
12,0.985920267943035,0.9876257188502722,0.9908610064526582,0.9899670000620234
13,0.9866001913931066,0.9885506310958306,0.9909009621236643,0.9903034783441387
14,0.9873048327273318,0.9887182141810427,0.9919374033732409,0.991024069722816
15,0.9875481505313907,0.9894673178449256,0.9921770020435867,0.9915240496913007
16,0.9890514281134817,0.989644126108703,0.9925992721163638,0.9916195813588012
17,0.9889568789484895,0.9898505933189656,0.9928379112579333,0.9921432365326068
18,0.9900571530648555,0.9903233737783739,0.9931464994607149,0.9922047357420509
19,0.990769648167391,0.9906682264398127,0.9929170979575582,0.9928056229565447
20,0.9912847611386499,0.9911651854186297,0.9938181763397398,0.9927151932049253
21,0.9916080913166372,0.9912041284017452,0.9940621255282451,0.9932108612731952
22,0.9920149394704479,0.9917957567597214,0.9939764797748496,0.9934993291266574
23,0.9925175496364896,0.9922840456619868,0.9943892892520727,0.993876296432318
24,0.9929807088280407,0.9926561806149751,0.9945222281760947,0.9938868106160662
25,0.9928933621260045,0.9927978767749998,0.9947002337999138,0.9941559701729166
26,0.9934283105877229,0.9931305294248736,0.9948488017549861,0.9944119672615297
27,0.993601328036432,0.9932081638578086,0.9947485724011209,0.9945916310956137
28,0.9936288788570192,0.993355889930848,0.9949304054191135,0.994744663913182
29,0.9940115020416269,0.9936701451791651,0.994860360800514,0.9948171228276992
30,0.9937104921909328,0.9935955491154727,0.9951882229554706,0.9950673993914477
31,0.9939855036272407,0.9939764744596231,0.9954221071407127,0.99512068885186
32,0.9947671524777569,0.9941260426701521,0.9953396418352144,0.9945908358922466
33,0.9950029579639407,0.994215701990838,0.995515310385996,0.9952633652327281
34,0.994772956942846,0.9945422580000717,0.995328493550023,0.995487008619973
35,0.9948308623420499,0.9946623746735499,0.9957630091842057,0.9957021543560666
36,0.9950467215392711,0.9948225839893026,0.9956435345462334,0.9953788484795236
37,0.9950051958006352,0.9948212003850799,0.9958682948797293,0.9957916390775085
38,0.994939554276458,0.9950105816867476,0.9956946107342978,0.9956642545938214
39,0.9953354064109327,0.994870582503635,0.9959291495698712,0.995760323529945
40,0.9951674056100944,0.9951298857451365,0.9956413471195158,0.9958531951611148
41,0.9954988510350637,0.9952255883755114,0.9959633074196118,0.9959420569108414
42,0.9952205646685597,0.9954280176330105,0.9959232883670415,0.9961072223839855
43,0.9950795193844857,0.9953954881251069,0.9958942403823634,0.9961334895026072
44,0.9956967395136836,0.9953243292972834,0.996184596033433,0.9960131268138646
45,0.9956304534863726,0.9954363990171193,0.9961359075735193,0.9961870717250572
46,0.9957237271483272,0.9957633940222529,0.9962406643139283,0.9963134345880368
47,0.9957960413902059,0.995821114006335,0.996246087724497,0.9963113576831448
48,0.9958510261996233,0.995813604104969,0.9963855394840528,0.9962994127180038
49,0.9958844048087943,0.9957003144584762,0.9964152089105652,0.996473187235143
50,0.9960535525296357,0.9958393825475624,0.9963942660019766,0.9962026674034938
51,0.9959586629803182,0.9959396852247586,0.9964239251228626,0.9964221788273536
52,0.9961711680400224,0.9960128184065852,0.9965097513795332,0.9964453493953107
53,0.9960703217429048,0.9960248017101108,0.99652130894546,0.9963888849472204
54,0.9963646589133548,0.9961412748547921,0.9964884799307616,0.9963763921260691
55,0.9964888302256341,0.9962472757749589,0.9964259631830256,0.9963859701326324
56,0.9965619528010864,0.9962668781661291,0.996458926994018,0.9966596506462411
57,0.9965824630369494,0.9961234267742426,0.9966360512208644,0.9966103749231429
58,0.9966102113043152,0.9962094299612505,0.9967574857184393,0.9966657701963011
59,0.9964708545662444,0.9961328438423501,0.9967852432303609,0.9967027317054616
60,0.9966218379362364,0.9964647010505084,0.9966880306872783,0.9964697706032299
61,0.9967016009046885,0.9965181665918956,0.996777009771614,0.9967950307055384
62,0.9966022177978351,0.9963859757169444,0.9967798562214777,0.9966519749137921
63,0.9967793855448684,0.9964463407771689,0.9966961180508872,0.9967416699150204
64,0.9968161170406222,0.9967453116380627,0.9968060755542548,0.996843716939481
65,0.9968129809411482,0.9967172466159084,0.9969049779809411,0.9968028532102557
66,0.9968449826648714,0.9965877044972604,0.996866886452891,0.9969580035421007
67,0.9966686912477772,0.9966194081920929,0.9969120211239537,0.9968864607572994
68,0.9969763378236475,0.9966659544883221,0.9969077248771983,0.9969149010810482
69,0.9970395424167566,0.9966160920676983,0.9969142373758468,0.9967573757905885
70,0.9970689012675132,0.9969015715318976,0.9970795058753862,0.9969617740868985
71,0.9968216135966905,0.9968201504042743,0.9971033057047415,0.9970521999736223
72,0.997040419404573,0.9965946938476541,0.997097902121737,0.9969086026973814
73,0.9971576238438314,0.9967485598688395,0.9970800013682418,0.9970547303807705
74,0.9971471972056881,0.9968071604178809,0.9968186618042187,0.9970800861688998
75,0.9972251200266191,0.9969144944489325,0.9971482300505512,0.9969831613423932
76,0.9971126236933192,0.9969174837839467,0.99703144328565,0.9971230395417191
77,0.997225581716013,0.9970150442461883,0.9971520546228848,0.9971130532162962
78,0.9972929053976589,0.9970149612465777,0.9971482194572641,0.9969436068871672
79,0.9971664718767971,0.9970465318354231,0.9972368667787462,0.9971991363754826
80,0.9972371227116732,0.9970263679148604,0.9972475018869268,0.997157529253848
81,0.9972684776632497,0.9969872781531448,0.9971293872268967,0.9971627219782252
82,0.9972770388732485,0.9970120225786205,0.9972054773558323,0.9972576142233001
83,0.9972389700246131,0.9969305121597353,0.9972103972726021,0.9972338087818021
84,0.9973293937941968,0.9971316595075362,0.9973282317450668,0.9971499785099645
85,0.9972960042932143,0.9970453638136985,0.9973144372918269,0.9972871507115166
86,0.9972968936363775,0.997058197506319,0.9972726707404668,0.9972441594559314
87,0.9972047021516373,0.9970781981061373,0.9972918437224542,0.9972889188322527
88,0.9973298298927514,0.9972709024071273,0.9973621913077533,0.9973375960811679
89,0.997379710176696,0.9971716243587413,0.9972995760842547,0.9972267053439067
90,0.99747867279664,0.9971679329260937,0.9973607994030043,0.9972997627704202
91,0.9975371159548897,0.9971182423320702,0.9973390125700724,0.9973499570031983
92,0.9974003756134792,0.9971471506797681,0.9973622225988386,0.9973508578863907
93,0.997428503949457,0.9972236867140929,0.9973397850521645,0.9973491401728185
94,0.9975631879476629,0.9972677259961211,0.9974544598462621,0.9973956909830196
95,0.9975797898345383,0.9972663266697991,0.9974434071194076,0.9974225754059215
96,0.9975096015976481,0.9973810798464795,0.997444912990345,0.9973865408607614
97,0.997557800633579,0.9973533192842124,0.9974054022613995,0.9974733584659815
98,0.9975269303279674,0.9973962698792997,0.9975092386046608,0.9974988836470575
99,0.9976320062141766,0.997319578486702,0.9975538371166006,0.9974802263329781
100,0.9976427084159148,0.9974021168828506,0.9975491900129837,0.9974529729295071
101,0.9975887875790104,0.9973568564479528,0.9975166167680931,0.997470494841716
102,0.9975562534187269,0.9973348542064295,0.9975191078795497,0.9974438772731393
103,0.9976024050815975,0.9974952276513277,0.9976131845780393,0.997411126540319
104,0.9976607441244748,0.997422792634465,0.9975504384944553,0.9974387465604659
105,0.9976467867167572,0.997410892612126,0.9976042945333014,0.9974293476040113
106,0.997677805901199,0.9974741645694338,0.997506502077925,0.9974792652017972
107,0.9977816818730839,0.9973043503638653,0.9976454075716105,0.9973412884241806
108,0.9977992757718043,0.9973716627140522,0.9975981041312085,0.9975574349487006
109,0.997761678455297,0.9975981212021335,0.9975357297801478,0.9975469671278573
110,0.9977794497565535,0.99753662845712,0.9975865298542189,0.9974651414474724
111,0.9977734663310001,0.9975902141252153,0.9974818422461081,0.9975952295476028
112,0.9977121524376021,0.9975290240859288,0.9976283585594208,0.9974825928461444
113,0.9978242373888395,0.9975596167333182,0.9976188291951287,0.9975349347031411
114,0.9977850899219187,0.9975934562124199,0.9976556303974874,0.9975374714634317
115,0.9977997934509076,0.9975934402076045,0.9975995739471659,0.9975196202879493
116,0.997880199203204,0.9974926690570608,0.9976834425508075,0.9975890829501954
117,0.9979128768299557,0.997560432708231,0.9976181173823123,0.9975539189252474
118,0.9979303223933934,0.9975468646642557,0.9976991586585467,0.997618429841799
119,0.9978943250574275,0.9977108350447218,0.9976080937574797,0.9975860492893618
120,0.997885421264241,0.9975597994787996,0.9977015536966038,0.9975936949813365
121,0.997838063021314,0.9976726429832615,0.9976801972783161,0.9976379265653634
122,0.9979093146518092,0.9975326449679182,0.9976831816596058,0.9976512557418727
123,0.9978213583276814,0.9977427055300268,0.9976681256594347,0.9976402419178811
124,0.997940772024493,0.9976570840868156,0.9976310195691419,0.9976553537034547
125,0.9980113983016066,0.997721363555236,0.9976960207639378,0.9976509161117966
126,0.9979859685835941,0.9977007882474628,0.9978212674337161,0.9977039372234269
127,0.9979357638991249,0.9977796295532912,0.9977173360335877,0.9977641546807721
128,0.997980284021778,0.9977112512782949,0.997823258336036,0.9976336269451854
129,0.9979168904776492,0.9977740272335799,0.9978110391263617,0.9977368588923471
130,0.9979881443427561,0.9977305544750525,0.9977834917100806,0.997737487910425
131,0.9979570364364847,0.9977947590837863,0.9977949699141191,0.997742915465351
132,0.9979565339259363,0.9976197232347006,0.997815808880446,0.9976626698172277
133,0.9979100011893,0.9977668192967404,0.9978594510720337,0.997673660286444
134,0.9980248340484356,0.997865610624235,0.9978324787058557,0.9977170939849908
135,0.9980082736327238,0.9977905263130604,0.9977746387424159,0.9977154159457651
136,0.9980388485732073,0.9978564355185194,0.9978093608404741,0.9977627824501976
137,0.9980147315036618,0.9978132630738181,0.9977985965892362,0.9978244463379986
138,0.9979144525297741,0.9977899803515011,0.9978107271207052,0.9977769467040846
139,0.998039192982869,0.9977761298221287,0.9977468270602686,0.9977700890374656
140,0.9979499341208331,0.9978085352010869,0.9979031504325818,0.99781137970139
141,0.9979881907435597,0.9977922751429421,0.9978882223558392,0.9978110579257241
142,0.9980294900719919,0.9978574757930349,0.9979372276489997,0.9978235977632373
143,0.9980263531192082,0.9978134550902803,0.9978389877218256,0.9978118228598637
144,0.9979897721505174,0.9978830646220476,0.9979235780128433,0.9978915464428689
145,0.9980629679278695,0.9978326830841959,0.9980059346103289,0.9978451433176166
146,0.9981194899626797,0.9979042363330258,0.9978423771401949,0.9978373334906045
147,0.9980883659718477,0.9979133503919372,0.9979360610784314,0.9978439414226328
148,0.9980602479818605,0.9979195269626261,0.9979673563861585,0.9978266904844918
149,0.9981209781984834,0.9978997343797731,0.9979551292908523,0.9978057645847198
150,0.9981217081020011,0.9979354663397637,0.9979541131415525,0.9978697547757654
151,0.9981609745095025,0.997901166147606,0.9979702413248586,0.9979449727453359
152,0.9980633682792714,0.9978863536684848,0.9979817467544805,0.997912402525771
153,0.9980613807261697,0.9978450370941171,0.997953867470363,0.9979036146775342
154,0.9981642230953334,0.9979114339479556,0.9979625374579675,0.9978611727946005
155,0.9981587735081148,0.9979731313010166,0.9979408869096049,0.9978673542694955
156,0.9981803905716176,0.9978923468716143,0.9980188676371929,0.9979530863105037
157,0.9982310234655837,0.9979422016336648,0.9980049156623381,0.9979269709697198
158,0.9982468565983165,0.9979707492157053,0.9980096553200866,0.9979122248069158
159,0.9982546707128661,0.9979688670479406,0.9978772674960023,0.9979912612574464
160,0.9982910213141768,0.9979038149808688,0.9977890733234592,0.9979669430717252
161,0.998225522647574,0.9979975535252865,0.9980069191778007,0.9978703018827499
162,0.9982342021066958,0.998021528888101,0.9980228979433697,0.9980001677308373
163,0.9982453695209313,0.99795430958723,0.998010841655386,0.9980086750453434
164,0.998184247773649,0.9977123521470767,0.998050390166794,0.9979292850837607
165,0.9982793022830713,0.9979304889157847,0.9980596976175312,0.998059061525613
166,0.9983111337884281,0.9980010907081068,0.9980333302042328,0.9980177609771926
167,0.9983100794508741,0.9980045116757501,0.9979926462706361,0.997968429789215
168,0.9983061138592634,0.9980663761117194,0.9980529659203607,0.9979369948447877
169,0.9983183099773727,0.9980849448740171,0.9980764795981378,0.9980194862973311
170,0.9983086700427488,0.9979441567155101,0.9979825685191963,0.9980613945432593
171,0.9982534755224473,0.9979474505456997,0.9979023962236391,0.9980187364746723
172,0.9982998379734059,0.9980092650547406,0.9980292040485244,0.9980567047479881
173,0.9983130959127688,0.9980986234905271,0.9981056305614728,0.9980077925895736
174,0.9983171848342355,0.9980910398374729,0.9981140099136999,0.9980354699623164
175,0.998317472004753,0.9981071984745593,0.9981470780024462,0.9981065779006403
176,0.9983165659288844,0.9980580301439733,0.9980986116553417,0.9980980297177036
177,0.9982707668291569,0.9980463811329964,0.9981830890186001,0.9981161765356181
178,0.9983393762208291,0.9980695254708437,0.9981187014647882,0.9981137268527365
179,0.9983089892494653,0.9980296364470148,0.9981417454158805,0.9981039391523471
180,0.9983351623769617,0.9979098810108982,0.9981024246909633,0.9980671178954545
181,0.9983282269679064,0.9980283336870343,0.998131492177976,0.998118848576349
182,0.9983472941553978,0.9980650685186225,0.9981269790306614,0.9981505352225792
183,0.9983406777864596,0.9981416568349432,0.9980940027794772,0.9980764170974307
184,0.9983266471808224,0.9981908313750798,0.99809696317341,0.9982114427613791
185,0.9982633276531491,0.9981366859212604,0.9981589458998701,0.9981554567745791
186,0.9983208763077558,0.9981214223701129,0.9981624172212643,0.9981631599346165
187,0.998306262255785,0.9981201335749151,0.9979997426606425,0.9981974778509783
188,0.9983119121863387,0.9980598620995662,0.9980981753872055,0.9981665012723615
189,0.9982906070572328,0.9981543781693599,0.998204774587175,0.9981413650502833
190,0.9983827263068495,0.9981236460139631,0.9981526706814012,0.9981741020362563
191,0.9983921632738396,0.9981500061405076,0.9981425290280868,0.9981063491609422
192,0.9984013155822619,0.9981551022142576,0.9981682258817519,0.9981310333950427
193,0.9984008407794269,0.9981148529010517,0.9981727283472814,0.9981677315688646
194,0.9983266630295066,0.998181850525844,0.9981827388342835,0.9981344400666005
195,0.9983500726381548,0.9981878541957881,0.9981828345919148,0.9980253578454013
196,0.9983658002964815,0.9981563209959158,0.9981885658100442,0.9980668721019497
197,0.9983491567184904,0.9982243655669295,0.9982665324770241,0.9981703441591592
198,0.9983923459303959,0.9981754388590096,0.9981690009147488,0.9981059757721218
199,0.9983548224946744,0.9981818463483113,0.9981843407257548,0.9981819880545769
200,0.9983322554992637,0.9982157687836168,0.9981934989533473,0.9981928819100567
201,0.9983663817076487,0.998210369225836,0.9982046995707285,0.9982237755441637
202,0.9984106222461936,0.9982173149740505,0.9982276036173761,0.9982089649503579
203,0.9983858249184028,0.9981781039968108,0.9982544396173814,0.998227379875266
204,0.998401254826173,0.9981734339718146,0.9982396003896324,0.9981111982089997
205,0.9983811536717643,0.9982198577845034,0.998257454291503,0.9981839311105261
206,0.9984316422533479,0.9981701971016231,0.9982874261010418,0.9981866972070399
207,0.9984273013519576,0.9982219496023059,0.9982568792401323,0.9982074663999883
208,0.9984052326698094,0.9982573635041777,0.9982539893004897,0.9982173898954149
209,0.998363691597309,0.9982794401680095,0.998267274426615,0.9982492889445457
210,0.99837585568285,0.9982429201952233,0.9981865250848995,0.9981846304764759
211,0.9984689271515499,0.9981331396416007,0.9982165207352472,0.9981659964254923
212,0.99848044420249,0.9982481163974946,0.9982844347409845,0.9982195461625452
213,0.9984879726427948,0.9982502217652302,0.9982515439174314,0.9982123842333211
214,0.9984596777466184,0.9982009805393887,0.9983313817219993,0.9982482340172859
215,0.9984532466113825,0.9982326710631167,0.9983373183911326,0.99824088768613
216,0.9984608432953964,0.9982519159713841,0.9983383733946942,0.9982279205528345
217,0.9984277452142511,0.9982804964647727,0.9983315954796689,0.9981916953405563
218,0.9984774757675905,0.9982484626345527,0.9983022754321983,0.998242769352588
219,0.9985240618480447,0.9982758921380859,0.9983042621891088,0.9982249346091435
220,0.9985481663142288,0.9982262592867951,0.9982490545668395,0.9982114534525308
221,0.9985292843970875,0.998275408320413,0.9983430336684722,0.9982542625777223
222,0.9985557268724841,0.9982177232004613,0.9983152470408672,0.9982247986913039
223,0.9985132072241283,0.9982902120987477,0.9983434702244326,0.9982774775744615
224,0.9985887084359395,0.9983211844613581,0.998310914994442,0.9982682642742995
225,0.9984772108710618,0.9983072003725707,0.9983624336626836,0.9982447190742291
226,0.998545365092518,0.9983587847337592,0.9982679868853132,0.9982669263091726
227,0.9985541292946838,0.9982811633066292,0.9983155457943091,0.9982451913963235
228,0.998527631130775,0.9983069283804,0.9983776910179525,0.9982873005515727
229,0.9985331713105267,0.998294836021858,0.998370778396027,0.9982830835320959
230,0.9984940127034079,0.9983203288767756,0.9983679959947723,0.9982947789816162
231,0.998534437202507,0.9983250804114722,0.9983116903043558,0.9982992374253314
232,0.9984824913799724,0.998370786782143,0.9982588882381043,0.9983025599747629
233,0.9985182544840558,0.9983577732747166,0.9983453809031092,0.9983342060241396
234,0.9984591172920377,0.9983258288482306,0.9983472423857683,0.9983176720168715
235,0.9985009496124283,0.998349563956315,0.9983784806313758,0.9982417680978165
236,0.9985373976496972,0.9983706520519068,0.9984138482419548,0.9983474925169367
237,0.9985097652532094,0.9983178525334191,0.998374262222887,0.9983906469684748
238,0.9985046198870732,0.9983411132987521,0.998392983111852,0.9983876191410146
239,0.9985368207025086,0.9983422763252087,0.9983856051565219,0.9983944354994758
240,0.9985155494053197,0.9983714423609984,0.9984011067191345,0.9983629411625687
241,0.9985191768222154,0.998360033809297,0.9983957082023615,0.9984325513543357
242,0.9985332021489981,0.9983594218756546,0.9983590172008602,0.9983997631278818
243,0.9985250509315171,0.9983825057331199,0.9983658763804757,0.9984083870324633
244,0.9985509751284212,0.9983684152380495,0.9983665411258437,0.9983855009574134
245,0.9985867320987584,0.9983953350441165,0.9983473062359826,0.9983873709303895
246,0.9985376857577012,0.9983678867301335,0.998403848504317,0.9983565348580116
247,0.9985975130609643,0.9983927598606541,0.9983811993887386,0.9983077864430734
248,0.9985821251145808,0.9983882732898185,0.9984077761021248,0.9983956957030011
249,0.9985784676822549,0.9983836637104385,0.9984519714323244,0.9984076296740143
250,0.9985780804793696,0.998441496521902,0.9984341916382351,0.9983629410827627
251,0.9985758912803666,0.9983484157818182,0.9984028322577236,0.9983298795529603
252,0.9985917159875796,0.9983566071121738,0.9984387992124202,0.9984190365808894
253,0.9985862188542151,0.9983880867633371,0.9984426013381583,0.9983693540481318
254,0.9985886216657529,0.9984557677210006,0.9984312327831131,0.9983937864986105
255,0.9985235051886383,0.9984112946232443,0.9984714127702393,0.9983609998082219
256,0.9986372933201629,0.9983856888362568,0.9984541379647744,0.9983760284724388
257,0.9986568009817834,0.9983799629523673,0.9984582405882171,0.9983395419391287
258,0.9986600245978601,0.9984367689064889,0.9983743387427882,0.9983806577170784
259,0.9986757676795157,0.9984416165539839,0.9984469074359003,0.9984252059309484
260,0.9986489829267986,0.9984287307912445,0.99846294639038,0.9984029026791285
261,0.9986497376911696,0.9984524644329951,0.9985005697519785,0.9983797478916728
262,0.998639971052539,0.9984758280231308,0.998492652285394,0.9984181677801077
263,0.9985419296838769,0.9984039200095738,0.9984377767981029,0.9983893114148087
264,0.9986411471368416,0.99849273683724,0.9984533143427219,0.998408446732964
265,0.9986363107239156,0.9984708911288674,0.9984771440396819,0.9983833411698212
266,0.9986421000651713,0.9984911569809155,0.9984814299886003,0.9984239710175664
267,0.9986389559065608,0.9984650736356367,0.9984794856777408,0.9984165928414391
268,0.9986239998499818,0.9984922970398231,0.9984640358113955,0.9983963205507392
269,0.9986488244132369,0.9984599881450476,0.9984086171223526,0.9983832388603769
270,0.9986108613927992,0.9984700514732188,0.9984023123988829,0.998502293074034
271,0.9986507375502534,0.9985247749373447,0.9984868208635211,0.9984426043264574
272,0.9986310030379638,0.9984873102544204,0.9984834436918943,0.998430027341956
273,0.9986221501854663,0.9983525137651156,0.9984803063692694,0.9984406897003988
274,0.9986458208655965,0.9984704975099585,0.9985009747304668,0.9984969107673317
275,0.9986305918083331,0.9985192379035859,0.9985194931787891,0.9984400617838622
276,0.998659568756228,0.9985109481865293,0.9984970802718559,0.9984835619070346
277,0.9986612990236928,0.998503646286719,0.9985734492122535,0.9983273258813202
278,0.9986562325235826,0.998518962328571,0.9984510490122367,0.9984338425333975
279,0.9986638868428621,0.998533669424333,0.9985110224769245,0.9985050343119459
280,0.9986296100816997,0.9984594739978333,0.9985506279403938,0.9985155112475534
281,0.9986395393206273,0.9985127439792604,0.9984852152138652,0.9985227245709233
282,0.9986887455860101,0.9985225511124652,0.9985520794954282,0.9985363501963282
283,0.9987260387837429,0.9985371600339575,0.998521110758529,0.9985224662765927
284,0.9986778277731692,0.9985409955192167,0.9985618416805836,0.9985173405345922
285,0.998640521749003,0.9985400051716807,0.9985730300544794,0.9984947734191963
286,0.9986206584878138,0.9984409336617358,0.9985186754565177,0.9985274662251826
287,0.9987173836824784,0.9985269624635793,0.9985251931268162,0.9985318893338448
288,0.9986843744992459,0.9985562701535919,0.9985419244666445,0.9984867511628903
289,0.9987186299926161,0.9985067651327315,0.998544083349769,0.998472242451549
290,0.9987002422712764,0.9985166952182227,0.9985370504231403,0.998473924310889
291,0.9987009998742546,0.9985391902216366,0.9985864853909577,0.9984672773622804
292,0.9986973335824835,0.9985305057945479,0.9985559114893314,0.9985165232149409
293,0.9986740575955431,0.9985487940785699,0.9985988813874106,0.9985398155554922
294,0.9987209226115508,0.9985520389405699,0.9985384736321175,0.9984759244846019
295,0.9987421340412628,0.9985329375856629,0.9985704538836159,0.9985109621774668
296,0.9987423976729648,0.9985126397764049,0.9985866137233115,0.9985120373570235
297,0.9986837938504369,0.9985792606708165,0.9985817418321562,0.9985084332978553
298,0.9987501753064012,0.9985634700657717,0.9985660783832295,0.9984958061412176
299,0.998712028640313,0.9985918042737016,0.9985991454569908,0.998416080744651
